"","N","Age, mean (SD)","Female, n (%)","Hispanic, n (%)","White Race, n (%)","Black Race, n (%)","Asian Race, n (%)","Other Race, n (%)","Unknown Race, n (%)","College Education or Higher, n (%)","Uninsured, n (%)","Medicaid or Other Public Insurance, n (%)","Medicare, n (%)","Private Insurance, n (%)","Unsure, n (%)","Excellent General Health, n (%)","Very Good General Health, n (%)","Good General Health, n (%)","Fair General Health, n (%)","Poor General Health, n (%)","Excellent Physical Health, n (%)","Very Good Physical Health, n (%)","Good Physical Health, n (%)","Fair Physical Health, n (%)","Poor Physical Health, n (%)","Excellent Mental Health, n (%)","Very Good Mental Health, n (%)","Good Mental Health, n (%)","Fair Mental Health, n (%)","Poor Mental Health, n (%)","Excellent QOL, n (%)","Very Good QOL, n (%)","Good QOL, n (%)","Fair QOL, n (%)","Poor QOL, n (%)","BMI, mean (SD)","High Startback Risk, n (%)","Medium Startback Risk, n (%)","Low Startback Risk, n (%)","Pain Intensity, 0-100, mean (SD)","Physical Activity, min/day, mean (SD)","High Social Health 1, n (%)","Low Social Isolation 1, n (%)","High Social Activities 1, n (%)","High Social Relationships 1, n (%)","High Social Health 2, n (%)","Low Social Isolation 2, n (%)","High Social Activities 2, n (%)","High Social Relationships 2, n (%)"
"1",329,"52.6 (14.9)","194 (59)","7 (3.3)","206 (68.7)","52 (17.3)","15 (5)","5 (1.7)","7 (2.3)","213 (64.7)","15 (4.6)","34 (10.3)","63 (19.4)","211 (64.9)","2 (0.6)","28 (8.5)","131 (39.8)","127 (38.6)","38 (11.6)","5 (1.5)","31 (9.4)","118 (35.9)","128 (38.9)","47 (14.3)","5 (1.5)","72 (21.9)","126 (38.3)","94 (28.6)","35 (10.6)","2 (0.6)","71 (21.6)","129 (39.2)","93 (28.3)","31 (9.4)","5 (1.5)","29.9 (6.7)","13 (4)","70 (21.3)","246 (74.8)","39.9 (21.8)","20.1 (19.3)","138 (41.9)","51 (15.5)","296 (90)","268 (81.5)","81 (24.6)","163 (49.5)","210 (63.8)","174 (52.9)"
